AÃ±o,Mes,Tipo,Partido,Votos,Electos
1991, 05, Municipales, CLL, 1546,8
1991, 05, Municipales, LKI-EMK, 1546,2
1991, 05, Municipales, PREC, 1624,0
1991, 05, Municipales, PTGC, 1652,0
1991, 05, Municipales, UPM, 1659,11
1991, 05, Municipales, LVA-UV, 1679,0
1991, 05, Municipales, PRM, 1772,5
1991, 05, Municipales, AAVV-C, 1777,0
1991, 05, Municipales, PNM, 1780,2
1991, 05, Municipales, ARCOIRIS, 1786,0
1991, 05, Municipales, UNAL, 1898,0
1991, 05, Municipales, CCI, 1955,3
1991, 05, Municipales, PORE, 1960,0
1991, 05, Municipales, FIEF, 2048,6
1991, 05, Municipales, PSPC, 2065,2
1991, 05, Municipales, PSI., 2230,3
1991, 05, Municipales, EHB, 2346,0
1991, 05, Municipales, CI, 2452,0
1991, 05, Municipales, CEU, 2501,2
1991, 05, Municipales, UP., 2547,11
1991, 05, Municipales, CUP, 2664,2
1991, 05, Municipales, PI, 2702,0
1991, 05, Municipales, FPG, 2708,6
1991, 05, Municipales, AR, 2765,0
1991, 05, Municipales, AV-MEC, 2802,0
1991, 05, Municipales, PPCG, 2830,15
1991, 05, Municipales, ASI, 2910,14
1991, 05, Municipales, CONCEYU, 3231,3
1991, 05, Municipales, PG, 3440,0
1991, 05, Municipales, EEM, 3606,11
1991, 05, Municipales, UNIC, 3663,65
1991, 05, Municipales, B, 3889,7
1991, 05, Municipales, IB, 4044,26
1991, 05, Municipales, PB., 4363,45
1991, 05, Municipales, PB, 4595,13
1991, 05, Municipales, PIAP, 4723,16
1991, 05, Municipales, EC, 4919,46
1991, 05, Municipales, PAM, 4920,1
1991, 05, Municipales, OIV, 4935,8
1991, 05, Municipales, AM, 4959,21
1991, 05, Municipales, DRCL, 4986,36
1991, 05, Municipales, ACTAL, 4998,4
1991, 05, Municipales, UPAN, 5390,9
1991, 05, Municipales, AIPN, 5497,65
1991, 05, Municipales, PVN, 5545,10
1991, 05, Municipales, CB, 5630,13
1991, 05, Municipales, P.N.C., 5737,1
1991, 05, Municipales, UPI, 6181,26
1991, 05, Municipales, APP, 6234,35
1991, 05, Municipales, PCPE, 6488,17
1991, 05, Municipales, PEC, 6813,16
1991, 05, Municipales, APB, 6944,28
1991, 05, Municipales, IPMO, 7146,68
1991, 05, Municipales, PREX, 7440,35
1991, 05, Municipales, EV, 7813,1
1991, 05, Municipales, PRIM, 7990,9
1991, 05, Municipales, UVE, 8264,0
1991, 05, Municipales, E.U., 8392,32
1991, 05, Municipales, PR, 8461,82
1991, 05, Municipales, LE, 8495,0
1991, 05, Municipales, DS, 8747,4
1991, 05, Municipales, UG, 9333,53
1991, 05, Municipales, PEC-PCC, 9468,5
1991, 05, Municipales, P.M, 9526,9
1991, 05, Municipales, UPL, 9595,28
1991, 05, Municipales, UIM-IM, 10159,21
1991, 05, Municipales, CHA, 10196,16
1991, 05, Municipales, FE-JONS, 10829,11
1991, 05, Municipales, PAS-UNA, 10891,6
1991, 05, Municipales, PST, 11366,0
1991, 05, Municipales, PCC, 14521,4
1991, 05, Municipales, LVLE-H, 16408,0
1991, 05, Municipales, PRC, 18966,69
1991, 05, Municipales, PSM, 20981,54
1991, 05, Municipales, UA, 21269,39
1991, 05, Municipales, SI, 21951,61
1991, 05, Municipales, RUIZ-MATEOS, 23404,0
1991, 05, Municipales, ACN, 26188,30
1991, 05, Municipales, PSG-EG, 39116,46
1991, 05, Municipales, CNG, 52196,137
1991, 05, Municipales, UPV, 54951,92
1991, 05, Municipales, UPN, 68682,245
1991, 05, Municipales, EE, 71382,105
1991, 05, Municipales, UPCA, 71683,285
1991, 05, Municipales, LV, 73548,4
1991, 05, Municipales, ERC, 92003,228
1991, 05, Municipales, BNG, 107932,241
1991, 05, Municipales, PAR, 128025,1115
1991, 05, Municipales, EA, 131384,393
1991, 05, Municipales, AIC, 140462,281
1991, 05, Municipales, U.V., 187385,335
1991, 05, Municipales, HB, 199090,701
1991, 05, Municipales, EAJ-PNV, 299840,993
1991, 05, Municipales, PA, 342927,540
1991, 05, Municipales, CDS, 731331,2939
1991, 05, Municipales, AEI, 777488,4586
1991, 05, Municipales, CIU, 915291,4360
1991, 05, Municipales, IU, 1579097,2614
1991, 05, Municipales, PP, 4775051,19298
1991, 05, Municipales, PSOE, 7224242,25260
1993, 06, Congreso, UCE, 0,0
1993, 06, Congreso, PED, 0,0
1993, 06, Congreso, CCL, 0,0
1993, 06, Congreso, FREIXES, 0,0
1993, 06, Congreso, INCE, 42,0
1993, 06, Congreso, PANCAL, 70,0
1993, 06, Congreso, US, 98,0
1993, 06, Congreso, MCES, 244,0
1993, 06, Congreso, PRGU, 267,0
1993, 06, Congreso, P. TAGOROR, 278,0
1993, 06, Congreso, PRB, 282,0
1993, 06, Congreso, IF, 303,0
1993, 06, Congreso, PNC, 383,0
1993, 06, Congreso, LG, 385,0
1993, 06, Congreso, PITRCG, 408,0
1993, 06, Congreso, ABE, 416,0
1993, 06, Congreso, PIAP, 466,0
1993, 06, Congreso, CONCEYU, 528,0
1993, 06, Congreso, OS, 540,0
1993, 06, Congreso, UDLA, 594,0
1993, 06, Congreso, FPE, 641,0
1993, 06, Congreso, UNI.D.A, 715,0
1993, 06, Congreso, FE (A), 747,0
1993, 06, Congreso, AA, 787,0
1993, 06, Congreso, UC, 949,0
1993, 06, Congreso, AIGRANC, 1009,0
1993, 06, Congreso, PSPC, 1155,0
1993, 06, Congreso, ATF, 1159,0
1993, 06, Congreso, MCE, 1178,0
1993, 06, Congreso, PREPAL, 1193,0
1993, 06, Congreso, PCV, 1300,0
1993, 06, Congreso, PVPA, 1375,0
1993, 06, Congreso, ARCOIRIS, 1407,0
1993, 06, Congreso, APP, 1410,0
1993, 06, Congreso, FE (I), 1415,0
1993, 06, Congreso, ENV, 1517,0
1993, 06, Congreso, ACI, 1644,0
1993, 06, Congreso, PRIM, 1917,0
1993, 06, Congreso, ECO-VERDE, 1959,0
1993, 06, Congreso, PREX, 2086,0
1993, 06, Congreso, PB, 2681,0
1993, 06, Congreso, URCL, 2715,0
1993, 06, Congreso, ARDE, 3063,0
1993, 06, Congreso, AG, 3286,0
1993, 06, Congreso, TC-PNC, 4647,0
1993, 06, Congreso, CNG, 4663,0
1993, 06, Congreso, CHA, 6344,0
1993, 06, Congreso, P. RIOJANO, 7532,0
1993, 06, Congreso, NPS, 7991,0
1993, 06, Congreso, FE-JONS, 8000,0
1993, 06, Congreso, POR, 8667,0
1993, 06, Congreso, HUMANISTA, 8834,0
1993, 06, Congreso, PEC-VERDE, 9249,0
1993, 06, Congreso, UMMP, 10053,0
1993, 06, Congreso, PCPG, 10233,0
1993, 06, Congreso, E U, 10653,0
1993, 06, Congreso, PAS, 11088,0
1993, 06, Congreso, PLN, 11392,0
1993, 06, Congreso, UPL, 13097,0
1993, 06, Congreso, PGC, 15246,0
1993, 06, Congreso, GIL, 16452,0
1993, 06, Congreso, UA, 16623,0
1993, 06, Congreso, PRC, 18608,0
1993, 06, Congreso, PSM-ENE, 20118,0
1993, 06, Congreso, UPCA, 27005,0
1993, 06, Congreso, PST, 30068,0
1993, 06, Congreso, UPV, 41052,0
1993, 06, Congreso, PAP, 43169,0
1993, 06, Congreso, ARM, 54518,0
1993, 06, Congreso, ECOLOGISTAS, 68851,0
1993, 06, Congreso, PA, 96513,0
1993, 06, Congreso, UV, 112341,1
1993, 06, Congreso, BNG, 126965,0
1993, 06, Congreso, EA-EUE, 129293,1
1993, 06, Congreso, PAR, 144544,1
1993, 06, Congreso, VERDES, 185940,0
1993, 06, Congreso, ERC, 189632,1
1993, 06, Congreso, HB, 206876,2
1993, 06, Congreso, CC, 207077,4
1993, 06, Congreso, EAJ-PNV, 291448,5
1993, 06, Congreso, CDS, 414740,0
1993, 06, Congreso, CIU, 1165783,17
1993, 06, Congreso, IU, 2253722,18
1993, 06, Congreso, PP, 8201463,141
1993, 06, Congreso, PSE-EE/PSOE, 9150083,159
1994, 06, Parlamento Europeo, LVRM, 0,0
1994, 06, Parlamento Europeo, PIL, 0,0
1994, 06, Parlamento Europeo, PNC, 0,0
1994, 06, Parlamento Europeo, GPOR-PST, 3765,0
1994, 06, Parlamento Europeo, AG, 4431,0
1994, 06, Parlamento Europeo, PCAR, 4640,0
1994, 06, Parlamento Europeo, ADN, 4689,0
1994, 06, Parlamento Europeo, PREX, 4836,0
1994, 06, Parlamento Europeo, JYB, 4992,0
1994, 06, Parlamento Europeo, CTC, 5226,0
1994, 06, Parlamento Europeo, FEI, 5602,0
1994, 06, Parlamento Europeo, PREPAL, 6197,0
1994, 06, Parlamento Europeo, CNPS, 7349,0
1994, 06, Parlamento Europeo, PH, 7499,0
1994, 06, Parlamento Europeo, PLN, 7845,0
1994, 06, Parlamento Europeo, URCL, 10019,0
1994, 06, Parlamento Europeo, FE-JONS, 11733,0
1994, 06, Parlamento Europeo, EU, 13580,0
1994, 06, Parlamento Europeo, PAS, 14846,0
1994, 06, Parlamento Europeo, POR, 16144,0
1994, 06, Parlamento Europeo, CPNT, 29025,0
1994, 06, Parlamento Europeo, PCPE, 29692,0
1994, 06, Parlamento Europeo, CEC, 42237,0
1994, 06, Parlamento Europeo, RUIZ-MATEOS, 82410,0
1994, 06, Parlamento Europeo, GV, 109567,0
1994, 06, Parlamento Europeo, BNG, 139221,0
1994, 06, Parlamento Europeo, PA-PAP, 140445,0
1994, 06, Parlamento Europeo, HB, 180324,0
1994, 06, Parlamento Europeo, FORO Y CDS, 183418,0
1994, 06, Parlamento Europeo, ENE-ERC, 239339,0
1994, 06, Parlamento Europeo, UM, 518532,2
1994, 06, Parlamento Europeo, PSM-NM-CIU, 865913,3
1994, 06, Parlamento Europeo, IU-EBN, 2497671,9
1994, 06, Parlamento Europeo, PSC-PSOE, 5719707,22
1994, 06, Parlamento Europeo, PP, 7453900,28
1995, 05, Municipales, PRB, 49,0
1995, 05, Municipales, UC, 73,0
1995, 05, Municipales, UPF, 128,0
1995, 05, Municipales, ZUTIK, 155,1
1995, 05, Municipales, PNC, 161,0
1995, 05, Municipales, EKA, 162,0
1995, 05, Municipales, HH, 187,0
1995, 05, Municipales, PCOC, 199,0
1995, 05, Municipales, LAE, 221,0
1995, 05, Municipales, AEPR, 224,12
1995, 05, Municipales, AIG, 234,0
1995, 05, Municipales, PCS, 237,0
1995, 05, Municipales, US, 288,0
1995, 05, Municipales, FPG, 307,0
1995, 05, Municipales, AMD, 330,8
1995, 05, Municipales, APIL, 363,1
1995, 05, Municipales, FIEX, 367,3
1995, 05, Municipales, PUI, 371,2
1995, 05, Municipales, AI-LV, 379,0
1995, 05, Municipales, ACON, 384,0
1995, 05, Municipales, CP, 407,0
1995, 05, Municipales, PIZ, 430,3
1995, 05, Municipales, LG, 436,0
1995, 05, Municipales, IZEGZAWEN, 501,0
1995, 05, Municipales, UP, 507,7
1995, 05, Municipales, AFIT, 508,0
1995, 05, Municipales, UAD, 529,0
1995, 05, Municipales, CLL, 549,1
1995, 05, Municipales, ENV, 553,0
1995, 05, Municipales, PREC, 561,4
1995, 05, Municipales, AE, 582,3
1995, 05, Municipales, AL, 591,0
1995, 05, Municipales, PPGA, 600,0
1995, 05, Municipales, FE-I, 701,0
1995, 05, Municipales, FIEF, 713,0
1995, 05, Municipales, CISN, 724,27
1995, 05, Municipales, BD, 729,0
1995, 05, Municipales, AVEMA, 736,2
1995, 05, Municipales, UDL, 753,0
1995, 05, Municipales, AMA, 767,2
1995, 05, Municipales, UDA, 776,6
1995, 05, Municipales, UPB, 819,4
1995, 05, Municipales, CR-CA, 838,0
1995, 05, Municipales, PRGU, 904,10
1995, 05, Municipales, NR, 906,0
1995, 05, Municipales, HT, 930,22
1995, 05, Municipales, UIG, 941,0
1995, 05, Municipales, PIAP, 959,0
1995, 05, Municipales, CPV, 961,0
1995, 05, Municipales, AR, 1007,0
1995, 05, Municipales, PNM, 1008,0
1995, 05, Municipales, PPP, 1061,17
1995, 05, Municipales, PEPC, 1067,1
1995, 05, Municipales, CEM, 1111,0
1995, 05, Municipales, OS, 1145,2
1995, 05, Municipales, UA-PNA, 1202,15
1995, 05, Municipales, PPB, 1213,2
1995, 05, Municipales, AU, 1256,1
1995, 05, Municipales, FREPIC, 1292,0
1995, 05, Municipales, PMR, 1350,0
1995, 05, Municipales, PDSC, 1449,1
1995, 05, Municipales, CEAIV-UPRA, 1521,1
1995, 05, Municipales, CDA-PNA, 1537,26
1995, 05, Municipales, PRT, 1577,0
1995, 05, Municipales, CB, 1613,3
1995, 05, Municipales, AA, 1630,1
1995, 05, Municipales, INME, 1641,5
1995, 05, Municipales, PIDM, 1644,0
1995, 05, Municipales, PB, 1647,18
1995, 05, Municipales, MV-NPS, 1686,0
1995, 05, Municipales, AHI, 1724,8
1995, 05, Municipales, PDIP, 1731,2
1995, 05, Municipales, IN, 1820,6
1995, 05, Municipales, CLC, 1827,1
1995, 05, Municipales, PRA, 1856,1
1995, 05, Municipales, AG, 1966,2
1995, 05, Municipales, ASI, 1986,2
1995, 05, Municipales, URI, 2028,8
1995, 05, Municipales, ATF, 2057,1
1995, 05, Municipales, EIO, 2091,13
1995, 05, Municipales, CG, 2161,3
1995, 05, Municipales, ICS, 2198,7
1995, 05, Municipales, CI, 2199,0
1995, 05, Municipales, RV, 2248,1
1995, 05, Municipales, PSPC, 2307,2
1995, 05, Municipales, POR, 2328,0
1995, 05, Municipales, LA, 2497,1
1995, 05, Municipales, UPM, 2605,2
1995, 05, Municipales, CONCEYU, 2614,2
1995, 05, Municipales, AI, 2891,7
1995, 05, Municipales, IGC, 3282,8
1995, 05, Municipales, PREPAL, 3446,28
1995, 05, Municipales, IDBM, 3487,10
1995, 05, Municipales, PC, 3516,0
1995, 05, Municipales, INCA, 3683,16
1995, 05, Municipales, ACTAL, 4058,2
1995, 05, Municipales, CM, 4072,4
1995, 05, Municipales, CEU, 4171,4
1995, 05, Municipales, APP, 4184,29
1995, 05, Municipales, UDI, 4277,11
1995, 05, Municipales, OIV, 4291,9
1995, 05, Municipales, AEC-EVE, 4330,0
1995, 05, Municipales, UPAN, 4479,8
1995, 05, Municipales, TC-PNC, 4542,23
1995, 05, Municipales, PCPC, 4633,7
1995, 05, Municipales, PH, 4677,0
1995, 05, Municipales, IPL, 4943,16
1995, 05, Municipales, PRCM, 4974,20
1995, 05, Municipales, PRIM, 5061,10
1995, 05, Municipales, AIPN, 5306,54
1995, 05, Municipales, BATZARRE, 5462,2
1995, 05, Municipales, PUL, 5523,1
1995, 05, Municipales, CEDI, 5616,6
1995, 05, Municipales, PFC, 5778,6
1995, 05, Municipales, IPMO, 5921,53
1995, 05, Municipales, AV, 5956,12
1995, 05, Municipales, FE-JONS, 6947,7
1995, 05, Municipales, LVA, 7189,0
1995, 05, Municipales, PSI, 8067,9
1995, 05, Municipales, SIEX, 9361,37
1995, 05, Municipales, CNG, 9390,18
1995, 05, Municipales, URCL, 10004,98
1995, 05, Municipales, SI, 10310,61
1995, 05, Municipales, AIAV, 10547,115
1995, 05, Municipales, CCN, 10915,19
1995, 05, Municipales, CGC, 10970,6
1995, 05, Municipales, PR, 11842,103
1995, 05, Municipales, FADI, 12964,58
1995, 05, Municipales, PAS, 13414,6
1995, 05, Municipales, EVIB, 13490,4
1995, 05, Municipales, UIM-UM, 18713,44
1995, 05, Municipales, GVB-FIC, 19308,170
1995, 05, Municipales, ICAN, 21140,30
1995, 05, Municipales, UA, 21562,37
1995, 05, Municipales, LV-GV, 23415,1
1995, 05, Municipales, CDN, 24186,42
1995, 05, Municipales, PIL, 26956,44
1995, 05, Municipales, CHA, 27648,39
1995, 05, Municipales, EU, 28060,139
1995, 05, Municipales, ICV-GORORDO, 32129,5
1995, 05, Municipales, PRC, 33221,88
1995, 05, Municipales, UPL, 34715,138
1995, 05, Municipales, GIL, 36438,43
1995, 05, Municipales, ENE, 39582,97
1995, 05, Municipales, UPCA, 41628,170
1995, 05, Municipales, CDS, 63457,142
1995, 05, Municipales, PIE, 79338,206
1995, 05, Municipales, UPV-BN, 84462,168
1995, 05, Municipales, PAP, 86895,79
1995, 05, Municipales, PAR, 116447,1050
1995, 05, Municipales, UV-CCV, 129759,215
1995, 05, Municipales, EA, 133576,406
1995, 05, Municipales, HB, 184742,621
1995, 05, Municipales, ERC, 204095,525
1995, 05, Municipales, BNG, 208098,428
1995, 05, Municipales, CC-API, 211882,372
1995, 05, Municipales, PA, 260249,345
1995, 05, Municipales, NA, 313318,1015
1995, 05, Municipales, CIE, 729037,4202
1995, 05, Municipales, CIU, 973498,4240
1995, 05, Municipales, I-EV-CUP, 2589780,3493
1995, 05, Municipales, PSOE, 6838607,21189
1995, 05, Municipales, PP, 7820392,24772
1996, 03, Congreso, AFIT, 0,0
1996, 03, Congreso, CCV, 0,0
1996, 03, Congreso, PAE, 0,0
1996, 03, Congreso, POR, 0,0
1996, 03, Congreso, PNM, 200,0
1996, 03, Congreso, PIZ, 215,0
1996, 03, Congreso, LG, 243,0
1996, 03, Congreso, DSA, 265,0
1996, 03, Congreso, LAE, 296,0
1996, 03, Congreso, PRGU, 338,0
1996, 03, Congreso, ABA, 379,0
1996, 03, Congreso, ALAS, 402,0
1996, 03, Congreso, N, 495,0
1996, 03, Congreso, VDPA, 529,0
1996, 03, Congreso, ADEC, 598,0
1996, 03, Congreso, UAD, 627,0
1996, 03, Congreso, UPRA, 651,0
1996, 03, Congreso, PCN, 722,0
1996, 03, Congreso, PB, 1000,0
1996, 03, Congreso, ENV, 1023,0
1996, 03, Congreso, PICC, 1229,0
1996, 03, Congreso, AR, 1237,0
1996, 03, Congreso, NR, 1452,0
1996, 03, Congreso, FEI, 1550,0
1996, 03, Congreso, PRV, 1656,0
1996, 03, Congreso, PRIM, 1671,0
1996, 03, Congreso, SIEX, 1678,0
1996, 03, Congreso, FPG, 2065,0
1996, 03, Congreso, PRCM, 2279,0
1996, 03, Congreso, PSPC, 2365,0
1996, 03, Congreso, FREPIC, 2567,0
1996, 03, Congreso, CR, 2744,0
1996, 03, Congreso, SOS, 2753,0
1996, 03, Congreso, PREPAL, 2762,0
1996, 03, Congreso, AUN, 3397,0
1996, 03, Congreso, NA, 3505,0
1996, 03, Congreso, URCL, 4061,0
1996, 03, Congreso, PEC, 4305,0
1996, 03, Congreso, P.RIOJANO, 6065,0
1996, 03, Congreso, TC-PNC, 6206,0
1996, 03, Congreso, UM, 6943,0
1996, 03, Congreso, CEX, 7312,0
1996, 03, Congreso, LV, 8483,0
1996, 03, Congreso, ICV-GORORDO, 11833,0
1996, 03, Congreso, UPL, 12049,0
1996, 03, Congreso, FEA, 12114,0
1996, 03, Congreso, PAS, 12213,0
1996, 03, Congreso, PH, 13482,0
1996, 03, Congreso, PCPE, 14513,0
1996, 03, Congreso, PRT, 14854,0
1996, 03, Congreso, CDN, 17020,0
1996, 03, Congreso, LV-GV, 17177,0
1996, 03, Congreso, PSM-ENE, 24644,0
1996, 03, Congreso, UPV-BN, 26777,0
1996, 03, Congreso, UC, 44771,0
1996, 03, Congreso, CHA, 49739,0
1996, 03, Congreso, VG, 61689,0
1996, 03, Congreso, UV, 91575,1
1996, 03, Congreso, EA, 115861,1
1996, 03, Congreso, PA, 134800,0
1996, 03, Congreso, ERC, 167641,1
1996, 03, Congreso, HB, 181304,2
1996, 03, Congreso, BNG, 220147,2
1996, 03, Congreso, CC, 220418,4
1996, 03, Congreso, EAJ-PNV, 318951,5
1996, 03, Congreso, CIU, 1151633,16
1996, 03, Congreso, IULV-CA, 2639774,21
1996, 03, Congreso, PSOE, 9425678,141
1996, 03, Congreso, UPN-PP, 9716006,156
1999, 06, Parlamento Europeo, DM, 5664,0
1999, 06, Parlamento Europeo, PREPAL, 6977,0
1999, 06, Parlamento Europeo, PREX-CREX, 7230,0
1999, 06, Parlamento Europeo, UDR, 7251,0
1999, 06, Parlamento Europeo, AA, 7321,0
1999, 06, Parlamento Europeo, DN, 8053,0
1999, 06, Parlamento Europeo, ACV, 8073,0
1999, 06, Parlamento Europeo, PAE-I, 8394,0
1999, 06, Parlamento Europeo, PLN, 8671,0
1999, 06, Parlamento Europeo, A, 8750,0
1999, 06, Parlamento Europeo, URCL, 9950,0
1999, 06, Parlamento Europeo, SIEX, 10040,0
1999, 06, Parlamento Europeo, FE, 10792,0
1999, 06, Parlamento Europeo, PH, 12415,0
1999, 06, Parlamento Europeo, AUN, 12486,0
1999, 06, Parlamento Europeo, TC-PNC, 13267,0
1999, 06, Parlamento Europeo, FEI, 13940,0
1999, 06, Parlamento Europeo, PAS, 15299,0
1999, 06, Parlamento Europeo, EU, 15716,0
1999, 06, Parlamento Europeo, PADE, 16001,0
1999, 06, Parlamento Europeo, INDEP, 17544,0
1999, 06, Parlamento Europeo, URAS, 22400,0
1999, 06, Parlamento Europeo, PCPE, 26189,0
1999, 06, Parlamento Europeo, COFEM-FEMEK, 28901,0
1999, 06, Parlamento Europeo, UPL, 33604,0
1999, 06, Parlamento Europeo, UC-CDS, 38911,0
1999, 06, Parlamento Europeo, OV-GV, 138835,0
1999, 06, Parlamento Europeo, IPC-VERDES, 300874,0
1999, 06, Parlamento Europeo, EH, 306923,1
1999, 06, Parlamento Europeo, BNG, 349079,1
1999, 06, Parlamento Europeo, EAJ-PNV/EA, 613968,2
1999, 06, Parlamento Europeo, CC (CE), 677094,2
1999, 06, Parlamento Europeo, BNV-CIU, 937687,3
1999, 06, Parlamento Europeo, IU/EBN, 1221566,4
1999, 06, Parlamento Europeo, PSC-PSOE, 7477823,24
1999, 06, Parlamento Europeo, PP, 8410993,27
1999, 06, Municipales, EU, 8641,50
1999, 06, Municipales, PR, 9669,58
1999, 06, Municipales, PREX-CREX, 10548,50
1999, 06, Municipales, URCL, 13041,124
1999, 06, Municipales, FIC, 22597,180
1999, 06, Municipales, UM, 24501,68
1999, 06, Municipales, URAS, 36036,83
1999, 06, Municipales, UPL, 39321,167
1999, 06, Municipales, PSM-EN, 41181,112
1999, 06, Municipales, EA, 41358,187
1999, 06, Municipales, PRC, 49898,217
1999, 06, Municipales, CHA, 54614,80
1999, 06, Municipales, CDS-UC, 62964,281
1999, 06, Municipales, PAR, 87493,925
1999, 06, Municipales, GIL, 87743,93
1999, 06, Municipales, EAJ-PNV, 97180,620
1999, 06, Municipales, UV, 108639,229
1999, 06, Municipales, BLOC-VERDS, 111759,228
1999, 06, Municipales, ERC-AM, 225576,677
1999, 06, Municipales, IC-V-EPM, 230015,291
1999, 06, Municipales, CC, 267773,432
1999, 06, Municipales, EH, 272446,890
1999, 06, Municipales, EAJ-PNV/EA, 272736,399
1999, 06, Municipales, BNG, 290187,586
1999, 06, Municipales, PA, 355684,544
1999, 06, Municipales, BNV-CIU, 774074,4089
1999, 06, Municipales, RESTO, 1267420,4706
1999, 06, Municipales, IU, 1387900,2295
1999, 06, Municipales, PSOE, 7296484,21917
1999, 06, Municipales, PP, 7334135,24623
2000, 03, Congreso, EH, 0,0
2000, 03, Congreso, AN, 60,0
2000, 03, Congreso, PDEP, 85,0
2000, 03, Congreso, MASH, 121,0
2000, 03, Congreso, CIVES, 206,0
2000, 03, Congreso, UN, 314,0
2000, 03, Congreso, TPC, 319,0
2000, 03, Congreso, PRIB, 334,0
2000, 03, Congreso, ALAS, 339,0
2000, 03, Congreso, FN, 343,0
2000, 03, Congreso, UNIB, 388,0
2000, 03, Congreso, PRGU, 400,0
2000, 03, Congreso, II, 425,0
2000, 03, Congreso, VDPA, 493,0
2000, 03, Congreso, UPB, 524,0
2000, 03, Congreso, PPCR, 546,0
2000, 03, Congreso, NR, 598,0
2000, 03, Congreso, PF, 609,0
2000, 03, Congreso, CCS, 645,0
2000, 03, Congreso, CSD-L, 650,0
2000, 03, Congreso, N, 710,0
2000, 03, Congreso, PSPC, 788,0
2000, 03, Congreso, URAL, 838,0
2000, 03, Congreso, ENV, 920,0
2000, 03, Congreso, UP-CAN, 980,0
2000, 03, Congreso, INAR, 1057,0
2000, 03, Congreso, BIA, 1085,0
2000, 03, Congreso, PB, 1191,0
2000, 03, Congreso, PNCA, 1331,0
2000, 03, Congreso, PRIM, 1363,0
2000, 03, Congreso, SIEX, 1412,0
